ProductId,Gender,Item-type,Itemcategory,ProductType,Colour,Pattern,Material,Brand,Usage,substyle,specific-style,ProductTitle,Image,ImageURL
33304,Men,Apparel,Topwear,Blazers,Black,Solid,Cotton,Pepe Jeans,Casual,Everyday,Basic,Pepe Jeans Black Tshirt,,http://assets.myntassets.com/v1/images/style/properties/8f70720a7471ab797d7e0be3fca31bb8_images.jpg
44211,Women,Footwear,Sandal,Sandals,Red,Abstract,Unknown,Peter England,Casual,Everyday,Basic,Peter England Red Sandals,,http://assets.myntassets.com/v1/images/style/properties/1e5ecacfe8636a7637a83d039a77e88f_images.jpg
49598,Women,Footwear,Shoes,Casual Shoes,Gray,Solid,Unknown,Mufti,Casual,Everyday,Basic,Mufti Gray Shoes,,http://assets.myntassets.com/v1/images/style/properties/d1450bf2a552e92388fc3b024d5bc1b3_images.jpg
4141,Men,Footwear,Flip Flops,Flip Flops,Red,Solid,Unknown,Provogue,Casual,Everyday,Basic,Provogue Red Sneakers,,http://assets.myntassets.com/v1/images/style/properties/2b324f99796b96c6e18d6128a1784163_images.jpg
15376,Men,Footwear,Flip Flops,Flip Flops,Black,Solid,Unknown,Arrow,Casual,Everyday,Basic,Arrow Black Sneakers,,http://assets.myntassets.com/v1/images/style/properties/429d08e06191b69741200ba1d5c32b1d_images.jpg
39849,Women,Apparel,Apparel Set,Clothing Set,Blue,Striped,Cotton,Allen Solly,Casual,Everyday,Basic,Allen Solly Blue Hoodie,,http://assets.myntassets.com/v1/images/style/properties/b45ca9f0de9d375d3276e0eb191988d9_images.jpg
24906,Men,Apparel,Topwear,Blazers,Pink,Unknown,Cotton,Benetton,Casual,Everyday,Basic,Benetton Pink Tshirt,,http://assets.myntassets.com/v1/images/style/properties/2a9fe9e548d2210462c9f41edb4f17e0_images.jpg
31149,Men,Apparel,Topwear,Blazers,Red,Unknown,Cotton,Jockey,Casual,Everyday,Basic,Jockey Red Tshirt,,http://assets.myntassets.com/v1/images/style/properties/1e68bf9565bc844200b23d8d4e1638c8_images.jpg
24259,Men,Footwear,Flip Flops,Flip Flops,Red,Unknown,Leather,Kappa,Casual,Everyday,Basic,Kappa Red Sneakers,,http://assets.myntassets.com/v1/images/style/properties/409871b3e6186c220fab46f5d2b90c7c_images.jpg
17814,Men,Footwear,Shoes,Casual Shoes,Gray,Solid,Leather,Lacoste,Casual,Everyday,Basic,Lacoste Gray Shoes,,http://assets.myntassets.com/v1/images/style/properties/66378e03115ef568fb9c485f5314738f_images.jpg
2720,Men,Apparel,Bottomwear,Shorts,Blue,Solid,Denim,Marks & Spencer,Casual,Everyday,Basic,Marks & Spencer Blue Cargo Shorts,,http://assets.myntassets.com/v1/images/style/properties/5f3939466abc9b4a64283f499e1fe3be_images.jpg
35886,Men,Apparel,Topwear,Blazers,Blue,Unknown,Cotton,Aeropostale,Casual,Everyday,Basic,Aeropostale Blue Tshirt,,http://assets.myntassets.com/v1/images/style/properties/a272608595052d315a51474809cd9dcf_images.jpg
4190,Men,Apparel,Topwear,Blazers,Yellow,Unknown,Cotton,American Eagle,Casual,Everyday,Basic,American Eagle Yellow Tshirt,,http://assets.myntassets.com/v1/images/style/properties/d557b76f1e3b2953c91f08ffe0800760_images.jpg
24985,Women,Apparel,Topwear,Blazers,Pink,Unknown,Cotton,Banana Republic,Casual,Everyday,Basic,Banana Republic Pink Tshirt,,http://assets.myntassets.com/v1/images/style/properties/6e3231084adf839cd0d0259b6b0cc4f7_images.jpg
50714,Men,Apparel,Topwear,Blazers,Red,Striped,Cotton,Guess,Casual,Everyday,Basic,Guess Red Tshirt,,http://assets.myntassets.com/v1/images/style/properties/a2b56af36d377bf03ca88f4653f465f3_images.jpg
54528,Men,Footwear,Flip Flops,Flip Flops,Red,Solid,Leather,Hollister,Casual,Everyday,Basic,Hollister Red Sneakers,,http://assets.myntassets.com/v1/images/style/properties/F-Sports-Men-White-Charger-Sports-Shoes_eabaab9bccfc72fd0b0abddf314fcd26_images.jpg
33278,Men,Apparel,Bottomwear,Jeans,Blue,Solid,Denim,Old Navy,Casual,Everyday,Basic,Old Navy Blue Jeans,,http://assets.myntassets.com/v1/images/style/properties/40e9125037b469e4cfead36e346ce79a_images.jpg
36745,Women,Apparel,Dress,Dresses,Red,Floral,Cotton,Versace,Casual,Everyday,Basic,Versace Red Dress,,http://assets.myntassets.com/v1/images/style/properties/5254a38601288234bb4977e8e27a1891_images.jpg
4723,Women,Apparel,Topwear,Blazers,Blue,Unknown,Cotton,Flying Machine,Casual,Everyday,Basic,Flying Machine Blue Tshirt,,http://assets.myntassets.com/v1/images/style/properties/770176927d2ab1128d7e84fc81a689af_images.jpg
38905,Women,Apparel,Bottomwear,Shorts,Pink,Striped,Cotton,Fortune,Casual,Everyday,Basic,Fortune Pink Shorts,,http://assets.myntassets.com/v1/images/style/properties/50ca45b6073db631892ac3832b412190_images.jpg
15713,Men,Footwear,Flip Flops,Flip Flops,Red,Solid,Unknown,Franco,Casual,Everyday,Basic,Franco Red Sneakers,,http://assets.myntassets.com/v1/images/style/properties/aea04a305c1e279cec06172c669a5751_images.jpg
12969,Men,Footwear,Flip Flops,Flip Flops,Red,Unknown,Unknown,GAS,Casual,Everyday,Basic,GAS Red Sneakers,,http://assets.myntassets.com/v1/images/style/properties/af829e3d805b3f99f3905431c425796d_images.jpg
39571,Women,Footwear,Sandal,Sandals,Brown,Unknown,Unknown,Gini & Jony,Casual,Everyday,Basic,Gini & Jony Brown Sandals,,http://assets.myntassets.com/v1/images/style/properties/f9c69de6fde250bf33430a5e4c2e1913_images.jpg
24251,Men,Footwear,Flip Flops,Flip Flops,Black,Solid,Leather,Globalite,Casual,Everyday,Basic,Globalite Black Sneakers,,http://assets.myntassets.com/v1/images/style/properties/73ac516d10dd631f07415d206bad0c05_images.jpg
39005,Women,Apparel,Topwear,Blazers,Red,Unknown,Cotton,Grendha,Casual,Everyday,Basic,Grendha Red Tshirt,,http://assets.myntassets.com/v1/images/style/properties/6d9bccab9b0814c55206caa05dd074e2_images.jpg
41759,Women,Apparel,Dress,Dresses,Red,Polka Dot,Cotton,Catwalk,Casual,Everyday,Basic,Catwalk Red Dress,,http://assets.myntassets.com/v1/images/style/properties/99760b8dd7813db663dd3c1195cfa56e_images.jpg
53757,Women,Footwear,Flip Flops,Flip Flops,Blue,Solid,Leather,Carlton,Casual,Everyday,Basic,Carlton Blue Sneakers,,http://assets.myntassets.com/v1/images/style/properties/Puma-Women-White-Sports-Shoes_4b0310657932f48364fbe27ecbece28b_images.jpg
19879,Women,Footwear,Sandal,Sandals,Off White,Geometric,Unknown,Cobblerz,Casual,Everyday,Basic,Cobblerz Off White Sandals,,http://assets.myntassets.com/v1/images/style/properties/0fec77e4e500762661d00a86c4e21cff_images.jpg
31977,Women,Footwear,Flip Flops,Flip Flops,Red,Solid,Unknown,Decathlon,Casual,Everyday,Basic,Decathlon Red Sneakers,,http://assets.myntassets.com/v1/images/style/properties/2b3ed352576a63ce4c55aacd2911f79c_images.jpg
35448,Women,Apparel,Apparel Set,Clothing Set,Unknown,Unknown,Unknown,Disney,Casual,Everyday,Basic,Disney Clothing,,http://assets.myntassets.com/v1/images/style/properties/bdcb051154afdf6da0a6b1010e116c35_images.jpg
10174,Men,Footwear,Flip Flops,Flip Flops,Red,Unknown,Leather,Fabindia,Casual,Everyday,Basic,Fabindia Red Sneakers,,http://assets.myntassets.com/v1/images/style/properties/fc4ea7a39f7b828bcf2fc6dfd81a1eb0_images.jpg
3505,Women,Footwear,Flip Flops,Flip Flops,Blue,Solid,Unknown,FILA,Casual,Everyday,Basic,FILA Blue Sneakers,,http://assets.myntassets.com/v1/images/style/properties/d0746f8615346b3fda0b4e178eee0f71_images.jpg
18653,Men,Footwear,Sandal,Sandals,Red,Solid,Unknown,Fila,Casual,Everyday,Basic,Fila Red Sandals,,http://assets.myntassets.com/v1/images/style/properties/53690e3f396f411e184b249672d6ebae_images.jpg
46598,Women,Footwear,Sandal,Sandals,Brown,Solid,Leather,Ganuchi,Casual,Everyday,Basic,Ganuchi Brown Sandals,,http://assets.myntassets.com/v1/images/style/properties/6e35a87a0206bf10aa1c3ff76ee396d2_images.jpg
15746,Men,Footwear,Flip Flops,Flip Flops,Blue,Solid,Unknown,Gliders,Casual,Everyday,Basic,Gliders Blue Sneakers,,http://assets.myntassets.com/v1/images/style/properties/Nike-Men-Ballista-II-White-Sports-Shoes_ea630bb8469a4100c6c62305bdc06174_images.jpg
56950,Women,Footwear,Sandal,Sandals,Red,Unknown,Leather,Hannah,Casual,Everyday,Basic,Hannah Red Sandals,,http://assets.myntassets.com/v1/images/style/properties/HM-Women-Maroon-Sandals_60c4cba51258c80384cde2ec74896401_images.jpg
34747,Women,Footwear,Flip Flops,Flip Flops,Off White,Solid,Leather,ID,Casual,Everyday,Basic,ID Off White Sneakers,,http://assets.myntassets.com/v1/images/style/properties/d50d4d2713962bc591c816c5306a0d5e_images.jpg
38481,Women,Apparel,Topwear,Blazers,Off White,Unknown,Cotton,Inc,Casual,Everyday,Basic,Inc Off White Top,,http://assets.myntassets.com/v1/images/style/properties/0f450243c8540b96c3d3ac350e9496f7_images.jpg
36726,Men,Apparel,Topwear,Blazers,Black,Solid,Cotton,Jockey,Casual,Everyday,Basic,Jockey Black Shirt,,http://assets.myntassets.com/v1/images/style/properties/3f39f1be7488196e23db13b5e8652136_images.jpg
33143,Men,Apparel,Topwear,Blazers,Black,Solid,Cotton,Kappa,Casual,Everyday,Basic,Kappa Black Tshirt,,http://assets.myntassets.com/v1/images/style/properties/0a1818a5a7815b7caa4c91304a57f899_images.jpg
2826,Men,Footwear,Shoes,Casual Shoes,Brown,Solid,Leather,Lacoste,Casual,Everyday,Basic,Lacoste Brown Shoes,,http://assets.myntassets.com/v1/images/style/properties/af0944e686e90b5d9dbc5bc7e0be982f_images.jpg
4718,Women,Apparel,Topwear,Blazers,Yellow,Floral,Cotton,Marks & Spencer,Casual,Everyday,Basic,Marks & Spencer Yellow Tshirt,,http://assets.myntassets.com/v1/images/style/properties/1109685531795f17aca2acaba2ab39ad_images.jpg
22361,Men,Footwear,Sandal,Sandals,Black,Geometric,Unknown,Mufti,Casual,Everyday,Basic,Mufti Black Sandals,,http://assets.myntassets.com/v1/images/style/properties/Reebok-Men-Blue-Twist-Sandals_9d151773708628e8efa686c33561b54a_images.jpg
40138,Men,Apparel,Topwear,Blazers,Yellow,Unknown,Cotton,Pepe Jeans,Casual,Everyday,Basic,Pepe Jeans Yellow Tshirt,,http://assets.myntassets.com/v1/images/style/properties/8aa81b63ed80eca1630464364e4669dc_images.jpg
6446,Men,Footwear,Flip Flops,Flip Flops,Red,Solid,Leather,Peter England,Casual,Everyday,Basic,Peter England Red Sneakers,,http://assets.myntassets.com/v1/images/style/properties/e6e6d7fee7b7aa20fb5bf93e9f340890_images.jpg
38333,Women,Apparel,Topwear,Blazers,Yellow,Unknown,Cotton,Provogue,Casual,Everyday,Basic,Provogue Yellow Tshirt,,http://assets.myntassets.com/v1/images/style/properties/ca16400a4d734548059233a6cc34851f_images.jpg
48243,Men,Apparel,Topwear,Blazers,Black,Unknown,Cotton,Red Tape,Casual,Everyday,Basic,Red Tape Black Tshirt,,http://assets.myntassets.com/v1/images/style/properties/5556232a7146aa15f3cbc0e680d06aa8_images.jpg
56975,Women,Footwear,Sandal,Sandals,Black,Solid,Leather,Reebok,Casual,Everyday,Basic,Reebok Black Sandals,,http://assets.myntassets.com/v1/images/style/properties/HM-Women-Black-Sandals_604ec9e961c132c94dcede906cf59dee_images.jpg
15519,Men,Footwear,Sandal,Sandals,Red,Solid,Leather,Skechers,Casual,Everyday,Basic,Skechers Red Sandals,,http://assets.myntassets.com/v1/images/style/properties/1d16b7a631810087d206ebcc2af4bcea_images.jpg
3893,Women,Apparel,Topwear,Blazers,Green,Solid,Cotton,Sparx,Casual,Everyday,Basic,Sparx Green Tshirt,,http://assets.myntassets.com/v1/images/style/properties/96d65a0c90b92186ce685a63663de85d_images.jpg
15724,Men,Footwear,Flip Flops,Flip Flops,Gray,Solid,Unknown,Tommy Hilfiger,Casual,Everyday,Basic,Tommy Hilfiger Gray Sneakers,,http://assets.myntassets.com/v1/images/style/properties/c958b7cb77f51aff23530d749ad5779a_images.jpg
38654,Men,Footwear,Flip Flops,Flip Flops,Red,Solid,Leather,UCB,Casual,Everyday,Basic,UCB Red Sneakers,,http://assets.myntassets.com/v1/images/style/properties/10365553644b24256ed7221979050d32_images.jpg
15491,Women,Footwear,Shoes,Casual Shoes,Brown,Solid,Leather,US Polo Assn,Casual,Everyday,Basic,US Polo Assn Brown Shoes,,http://assets.myntassets.com/v1/images/style/properties/fa6f865da55e1e26d4c23b5014f98cfb_images.jpg
13258,Women,Apparel,Apparel Set,Clothing Set,Unknown,Unknown,Unknown,Under Armour,Casual,Everyday,Basic,Under Armour Clothing,,http://assets.myntassets.com/v1/images/style/properties/Palm-Tree-Kids-Women-Solid-Purple-Capris_d66438322305ef19e235d09a741a3108_images.jpg
31127,Women,Apparel,Dress,Dresses,Red,Solid,Unknown,Uniqlo,Casual,Everyday,Basic,Uniqlo Red Dress,,http://assets.myntassets.com/v1/images/style/properties/1f7c87ee0ac12c35df8c1dd28e2cd692_images.jpg
23130,Men,Apparel,Topwear,Blazers,Red,Unknown,Cotton,Van Heusen,Casual,Everyday,Basic,Van Heusen Red Tshirt,,http://assets.myntassets.com/v1/images/style/properties/841d8c5b7b445161b006609f9f6a8f09_images.jpg
7592,Men,Footwear,Flip Flops,Flip Flops,Blue,Solid,Leather,Vans,Casual,Everyday,Basic,Vans Blue Sneakers,,http://assets.myntassets.com/v1/images/style/properties/0bbe0e10638aa98ff6f42fbffd30c1a2_images.jpg
13360,Women,Footwear,Flip Flops,Flip Flops,Red,Solid,Leather,Versace,Casual,Everyday,Basic,Versace Red Boots,,http://assets.myntassets.com/v1/images/style/properties/25f4bbfce59c7d56a07115e40a443c6a_images.jpg
7595,Women,Footwear,Shoes,Casual Shoes,Blue,Solid,Unknown,Woodland,Casual,Everyday,Basic,Woodland Blue Shoes,,http://assets.myntassets.com/v1/images/style/properties/b3f3d37c936ee1b487eb6ed3ef399e0b_images.jpg
29571,Men,Footwear,Flip Flops,Flip Flops,Blue,Solid,Canvas,Wrangler,Casual,Everyday,Basic,Wrangler Blue Sneakers,,http://assets.myntassets.com/v1/images/style/properties/61ff6d0a5a90c48fe528ddeada916425_images.jpg
39329,Women,Apparel,Bottomwear,Shorts,Red,Solid,Cotton,Yonex,Casual,Everyday,Basic,Yonex Red Shorts,,http://assets.myntassets.com/v1/images/style/properties/092ffa40994ee79053f16a7e93445890_images.jpg
39577,Women,Footwear,Sandal,Sandals,Red,Solid,Leather,Zara,Casual,Everyday,Basic,Zara Red Sandals,,http://assets.myntassets.com/v1/images/style/properties/2b71c5f8cdb335be074ea1b91fd3ccad_images.jpg
2821,Men,Footwear,Sandal,Sandals,Brown,Solid,Leather,Adidas,Casual,Everyday,Basic,Adidas Brown Sandals,,http://assets.myntassets.com/v1/images/style/properties/d7c47ca9f2381f2467cd89d19e70af3a_images.jpg
34053,Men,Apparel,Bottomwear,Shorts,Yellow,Solid,Cotton,Nike,Casual,Everyday,Basic,Nike Yellow Cargo Shorts,,http://assets.myntassets.com/v1/images/style/properties/ed972b8708185e04d4cbbc475fee3bff_images.jpg
39863,Men,Apparel,Topwear,Blazers,Red,Solid,Cotton,Puma,Casual,Everyday,Basic,Puma Red Shirt,,http://assets.myntassets.com/v1/images/style/properties/103e76f9dbc3112fc9d0659a818ca917_images.jpg
24992,Women,Apparel,Bottomwear,Shorts,Pink,Solid,Cotton,Reebok,Casual,Everyday,Basic,Reebok Pink Shorts,,http://assets.myntassets.com/v1/images/style/properties/df1bd75393a273217360a8030f54a32d_images.jpg
18172,Women,Apparel,Dress,Dresses,Red,Solid,Cotton,Converse,Casual,Everyday,Basic,Converse Red Dress,,http://assets.myntassets.com/v1/images/style/properties/c51813ebc17aa2ac35d9bd13918e984b_images.jpg
11511,Women,Apparel,Dress,Dresses,Gold,Solid,Unknown,Vans,Casual,Everyday,Basic,Vans Gold Dress,,http://assets.myntassets.com/v1/images/style/properties/09f49fced9f3a34e970cca2e5023d775_images.jpg
2227,Men,Footwear,Sandal,Sandals,Gray,Solid,Unknown,Skechers,Casual,Everyday,Basic,Skechers Gray Sandals,,http://assets.myntassets.com/v1/images/style/properties/c691cbf2c611b9e0f9af6d11ef2046af_images.jpg
33824,Women,Footwear,Flip Flops,Flip Flops,Red,Unknown,Unknown,Crocs,Casual,Everyday,Basic,Crocs Red Sneakers,,http://assets.myntassets.com/v1/images/style/properties/41c0eb951493957045c196557c201140_images.jpg
47456,Women,Footwear,Sandal,Sandals,Red,Geometric,Unknown,Clarks,Casual,Everyday,Basic,Clarks Red Sandals,,http://assets.myntassets.com/v1/images/style/properties/Tiptopp-Women-Orange-Sandals_56ecddd687d28c5f2a04d82091ebe96f_images.jpg
5404,Men,Footwear,Flip Flops,Flip Flops,Red,Geometric,Leather,Bata,Casual,Everyday,Basic,Bata Red Sneakers,,http://assets.myntassets.com/v1/images/style/properties/fa523afb4c2f1ee300b0b0267e0e0dd9_images.jpg
8358,Women,Apparel,Topwear,Blazers,Blue,Solid,Cotton,ASICS,Casual,Everyday,Basic,ASICS Blue Tshirt,,http://assets.myntassets.com/v1/images/style/properties/19cd21f22b04e942ef6e69c89d2c4c5b_images.jpg
17671,Women,Apparel,Dress,Dresses,Off White,Unknown,Leather,New Balance,Casual,Everyday,Basic,New Balance Off White Dress,,http://assets.myntassets.com/v1/images/style/properties/e6901973b42cbca3f7b020c70b95cb6b_images.jpg
13306,Men,Apparel,Apparel Set,Clothing Set,Blue,Solid,Cotton,Under Armour,Casual,Everyday,Basic,Under Armour Blue Pants,,http://assets.myntassets.com/v1/images/style/properties/e48cff60a18175ea35f3cdab4a5440e9_images.jpg
39334,Men,Apparel,Topwear,Blazers,Off White,Unknown,Cotton,Woodland,Casual,Everyday,Basic,Woodland Off White Tshirt,,http://assets.myntassets.com/v1/images/style/properties/a6dac6b401015770287effba0423aaf3_images.jpg
3902,Women,Apparel,Topwear,Blazers,Off White,Unknown,Cotton,Sparx,Casual,Everyday,Basic,Sparx Off White Top,,http://assets.myntassets.com/v1/images/style/properties/2fd473b0c70793f5f7a5278c1d98de70_images.jpg
14408,Women,Footwear,Sandal,Sandals,Brown,Solid,Leather,Red Tape,Casual,Everyday,Basic,Red Tape Brown Sandals,,http://assets.myntassets.com/v1/images/style/properties/a7f1a17d79390d0a3bf3ecd303683875_images.jpg
5375,Women,Footwear,Flip Flops,Flip Flops,Red,Solid,Leather,UCB,Casual,Everyday,Basic,UCB Red Sneakers,,http://assets.myntassets.com/v1/images/style/properties/9df7fad8456ec7a2e1ee5ce4cbb85301_images.jpg
25505,Men,Apparel,Topwear,Blazers,Off White,Abstract,Cotton,Van Heusen,Casual,Everyday,Basic,Van Heusen Off White Tshirt,,http://assets.myntassets.com/v1/images/style/properties/bad8f5591725f3dcce3b8c464f2f514f_images.jpg
17042,Men,Footwear,Flip Flops,Flip Flops,Gray,Solid,Leather,Wrangler,Casual,Everyday,Basic,Wrangler Gray Sneakers,,http://assets.myntassets.com/v1/images/style/properties/Gas-Men-White---Grey-Shoes_c9ac34e9a949fe81422026dfc24cebdf_images.jpg
43411,Women,Footwear,Sandal,Sandals,Black,Solid,Unknown,Levi's,Casual,Everyday,Basic,Levi's Black Sandals,,http://assets.myntassets.com/v1/images/style/properties/bccbe69300ebe0839bddf3299fdbfea2_images.jpg
54521,Men,Footwear,Flip Flops,Flip Flops,Off White,Solid,Leather,Zara,Casual,Everyday,Basic,Zara Off White Sneakers,,http://assets.myntassets.com/v1/images/style/properties/F-Sports-Men-White-Voyager-Sports-Shoes_c5ff061b1db80cb997ae9f796e838bb5_images.jpg
41303,Men,Apparel,Topwear,Blazers,Green,Solid,Cotton,H&M,Casual,Everyday,Basic,H&M Green Shirt,,http://assets.myntassets.com/v1/images/style/properties/436b9bd9db3b6c62e584a9d42c499928_images.jpg
49576,Women,Footwear,Sandal,Sandals,Pink,Solid,Leather,Forever 21,Casual,Everyday,Basic,Forever 21 Pink Sandals,,http://assets.myntassets.com/v1/images/style/properties/3c0410c48a5f79d8d4cfe78b7c29ee22_images.jpg
24256,Men,Footwear,Flip Flops,Flip Flops,Red,Solid,Unknown,Gap,Casual,Everyday,Basic,Gap Red Sneakers,,http://assets.myntassets.com/v1/images/style/properties/2ab9915265f0498a4adf481c64160b8a_images.jpg
39609,Women,Footwear,Shoes,Casual Shoes,Red,Unknown,Leather,Uniqlo,Casual,Everyday,Basic,Uniqlo Red Shoes,,http://assets.myntassets.com/v1/images/style/properties/7244fd363a7020603495167fafee12d5_images.jpg
13684,Men,Apparel,Topwear,Blazers,Black,Solid,Canvas,Tommy Hilfiger,Casual,Everyday,Basic,Tommy Hilfiger Black Top,,http://assets.myntassets.com/v1/images/style/properties/ab8ada0e4956967c0ad91217175ef162_images.jpg
40993,Women,Apparel,Apparel Set,Clothing Set,Unknown,Unknown,Unknown,Calvin Klein,Casual,Everyday,Basic,Calvin Klein Clothing,,http://assets.myntassets.com/assets/images/40993/2018/3/14/11521029937692-Gini-and-Jony-Women-Woven-Pink-Tops-7341521029937469-1.jpg
41009,Women,Apparel,Bottomwear,Jeans,Blue,Solid,Denim,Pepe Jeans,Casual,Everyday,Basic,Pepe Jeans Blue Jeans,,http://assets.myntassets.com/v1/images/style/properties/da1db8f5cb461e5eb02172804792e598_images.jpg
46086,Women,Footwear,Flip Flops,Flip Flops,Off White,Solid,Unknown,Peter England,Casual,Everyday,Basic,Peter England Off White Sneakers,,http://assets.myntassets.com/v1/images/style/properties/97b4da7324d9f9b3a6f507333141faae_images.jpg
49839,Women,Footwear,Sandal,Sandals,Red,Polka Dot,Unknown,Mufti,Casual,Everyday,Basic,Mufti Red Sandals,,http://assets.myntassets.com/v1/images/style/properties/3101e6784596ba83c3fb728bcf5b6187_images.jpg
38937,Men,Apparel,Bottomwear,Shorts,Blue,Solid,Denim,Provogue,Casual,Everyday,Basic,Provogue Blue Shorts,,http://assets.myntassets.com/v1/images/style/properties/5343f47aec49c7db4bd8cadf59d906ce_images.jpg
2716,Women,Apparel,Topwear,Blazers,Red,Striped,Cotton,Arrow,Casual,Everyday,Basic,Arrow Red Top,,http://assets.myntassets.com/v1/images/style/properties/9366437c28adc7c0eaaa749d6bd36c30_images.jpg
13474,Women,Footwear,Sandal,Sandals,Brown,Solid,Leather,Allen Solly,Casual,Everyday,Basic,Allen Solly Brown Sandals,,http://assets.myntassets.com/v1/images/style/properties/bc31f30a9c3f9edbb5827949a110e256_images.jpg
16803,Women,Apparel,Bottomwear,Shorts,Off White,Solid,Cotton,Benetton,Casual,Everyday,Basic,Benetton Off White Shorts,,http://assets.myntassets.com/v1/images/style/properties/e92494e2062b248942fa0a86af93a299_images.jpg
5919,Women,Footwear,Flip Flops,Flip Flops,Off White,Solid,Leather,Jockey,Casual,Everyday,Basic,Jockey Off White Sneakers,,http://assets.myntassets.com/v1/images/style/properties/3892edcc11a89cd4583e1195d0e5817a_images.jpg
39988,Men,Footwear,Flip Flops,Flip Flops,Red,Plaid,Leather,Kappa,Casual,Everyday,Basic,Kappa Red Sneakers,,http://assets.myntassets.com/v1/images/style/properties/9c3d77147758ab10f12caf6184fe13ef_images.jpg
40932,Women,Apparel,Apparel Set,Clothing Set,Green,Solid,Cotton,Lacoste,Casual,Everyday,Basic,Lacoste Green Pants,,http://assets.myntassets.com/v1/images/style/properties/3d1b513868833c696d76a79d1fc1a2eb_images.jpg
30722,Men,Apparel,Topwear,Blazers,Red,Geometric,Cotton,Marks & Spencer,Casual,Everyday,Basic,Marks & Spencer Red Shirt,,http://assets.myntassets.com/v1/images/style/properties/e0b18bf846e97179d024278f2530bfbc_images.jpg
15266,Women,Footwear,Flip Flops,Flip Flops,Red,Solid,Leather,Aeropostale,Casual,Everyday,Basic,Aeropostale Red Sneakers,,http://assets.myntassets.com/v1/images/style/properties/309cc626f544977d148320772cf03edc_images.jpg
22154,Men,Apparel,Dress,Dresses,Red,Solid,Leather,American Eagle,Casual,Everyday,Basic,American Eagle Red Dress,,http://assets.myntassets.com/v1/images/style/properties/8ad35a71d39ef0432055771175ca3adc_images.jpg
21187,Men,Apparel,Apparel Set,Clothing Set,Unknown,Unknown,Unknown,Banana Republic,Casual,Everyday,Basic,Banana Republic Clothing,,http://assets.myntassets.com/v1/images/style/properties/fc3c2314edb31f522eab09b78ebede00_images.jpg
40158,Women,Apparel,Topwear,Blazers,Blue,Striped,Cotton,Guess,Casual,Everyday,Basic,Guess Blue Top,,http://assets.myntassets.com/v1/images/style/properties/1b77be040dae4cffe0fac23f54ee2779_images.jpg
41866,Men,Footwear,Sandal,Sandals,Green,Solid,Leather,Hollister,Casual,Everyday,Basic,Hollister Green Sandals,,http://assets.myntassets.com/v1/images/style/properties/7adfef9d7001cdcb9a58822c0c8b615f_images.jpg
33252,Men,Apparel,Topwear,Blazers,Off White,Unknown,Cotton,Old Navy,Casual,Everyday,Basic,Old Navy Off White Tshirt,,http://assets.myntassets.com/v1/images/style/properties/75257ff08fff5c6958ce2c35feaacce8_images.jpg
41988,Men,Apparel,Topwear,Blazers,Blue,Plaid,Cotton,Versace,Casual,Everyday,Basic,Versace Blue Shirt,,http://assets.myntassets.com/v1/images/style/properties/d89f4ae894d44f192d64b42377d6c80b_images.jpg
8379,Women,Apparel,Topwear,Blazers,Green,Floral,Cotton,Flying Machine,Casual,Everyday,Basic,Flying Machine Green Tshirt,,http://assets.myntassets.com/v1/images/style/properties/946a16f582f37cca07c9e49f64438dec_images.jpg
20753,Women,Footwear,Sandal,Sandals,Silver,Unknown,Leather,Fortune,Casual,Everyday,Basic,Fortune Silver Sandals,,http://assets.myntassets.com/v1/images/style/properties/d52a4d90779343c2680fdf5325a88592_images.jpg
31693,Men,Footwear,Shoes,Casual Shoes,Brown,Solid,Leather,Franco,Casual,Everyday,Basic,Franco Brown Shoes,,http://assets.myntassets.com/v1/images/style/properties/f0b49a9cc297b4fa6ab22363776cdd98_images.jpg
8336,Men,Apparel,Topwear,Blazers,Red,Solid,Cotton,GAS,Casual,Everyday,Basic,GAS Red Shirt,,http://assets.myntassets.com/v1/images/style/properties/7545c0c9c543d5a9782b4c2cdfb7e7a9_images.jpg
33515,Women,Apparel,Dress,Dresses,Brown,Solid,Leather,Gini & Jony,Casual,Everyday,Basic,Gini & Jony Brown Dress,,http://assets.myntassets.com/v1/images/style/properties/6a2ff932f7a8fd2d653b5addaf4df242_images.jpg
5896,Men,Footwear,Shoes,Casual Shoes,Black,Solid,Unknown,Globalite,Casual,Everyday,Basic,Globalite Black Shoes,,http://assets.myntassets.com/v1/images/style/properties/57601ed1977aecafecafbfb1fe49a424_images.jpg
15516,Men,Footwear,Sandal,Sandals,Red,Striped,Unknown,Grendha,Casual,Everyday,Basic,Grendha Red Sandals,,http://assets.myntassets.com/v1/images/style/properties/8e61745c35f663f59c82e7e68ae30c23_images.jpg
33253,Men,Apparel,Topwear,Blazers,Yellow,Unknown,Cotton,Catwalk,Casual,Everyday,Basic,Catwalk Yellow Tshirt,,http://assets.myntassets.com/v1/images/style/properties/077807adc6b59469b6df9630a99f2e75_images.jpg
40977,Men,Apparel,Topwear,Blazers,Green,Unknown,Cotton,Carlton,Casual,Everyday,Basic,Carlton Green Tshirt,,http://assets.myntassets.com/v1/images/style/properties/3afcff662537315d2576a28b607e4d52_images.jpg
37539,Men,Apparel,Apparel Set,Clothing Set,Unknown,Unknown,Unknown,Cobblerz,Casual,Everyday,Basic,Cobblerz Clothing,,http://assets.myntassets.com/v1/images/style/properties/3b4fde3fc805549feaf58cc396be3038_images.jpg
